,gender,birth,marriage,religion,income,code_job,code_region
10962,1.0,1928.0,1.0,1.0,,,3.0
10963,2.0,1934.0,1.0,1.0,,,3.0
10964,2.0,1930.0,2.0,2.0,,,3.0
10965,2.0,1932.0,2.0,2.0,,,3.0
10966,2.0,1942.0,2.0,1.0,,,3.0
10967,2.0,1936.0,2.0,2.0,,,3.0
10968,2.0,1957.0,2.0,1.0,,613.0,3.0
10969,1.0,1982.0,5.0,2.0,368.0,753.0,3.0
10970,2.0,1980.0,5.0,2.0,333.0,311.0,1.0
10971,2.0,1948.0,2.0,1.0,,611.0,3.0
10972,1.0,1945.0,1.0,1.0,,611.0,3.0
10973,2.0,1949.0,1.0,1.0,,611.0,3.0
10974,2.0,1935.0,2.0,1.0,,,3.0
10975,2.0,1930.0,2.0,1.0,,611.0,3.0
10976,1.0,1971.0,5.0,1.0,,611.0,3.0
10977,2.0,1942.0,2.0,2.0,,,3.0
10978,2.0,1948.0,2.0,1.0,,,3.0
10979,1.0,1938.0,1.0,1.0,,611.0,3.0
10980,2.0,1943.0,1.0,1.0,,611.0,3.0
10981,1.0,1967.0,5.0,2.0,,,3.0
10982,1.0,1965.0,3.0,1.0,,521.0,3.0
10983,1.0,2002.0,0.0,1.0,,,3.0
10984,1.0,1947.0,1.0,1.0,,611.0,3.0
10985,2.0,1950.0,1.0,1.0,,611.0,3.0
10986,2.0,1950.0,2.0,1.0,60.0,951.0,3.0
10987,1.0,1955.0,1.0,1.0,,611.0,3.0
10988,2.0,1955.0,1.0,1.0,,611.0,3.0
10989,2.0,1922.0,2.0,1.0,,,3.0
10990,1.0,1982.0,1.0,1.0,,,3.0
10991,2.0,1983.0,1.0,1.0,,,3.0
10992,2.0,2013.0,0.0,1.0,,,3.0
10993,2.0,2014.0,0.0,1.0,,,3.0
10994,1.0,1940.0,1.0,1.0,,611.0,3.0
10995,2.0,1948.0,1.0,1.0,,521.0,3.0
10996,2.0,1941.0,2.0,1.0,,,3.0
10997,2.0,1948.0,2.0,2.0,,,3.0
10998,1.0,1938.0,1.0,2.0,,,3.0
10999,2.0,1944.0,1.0,2.0,,,3.0
11000,1.0,1940.0,1.0,2.0,,,3.0
11001,2.0,1942.0,1.0,2.0,,,3.0
11002,2.0,1945.0,2.0,1.0,,611.0,3.0
11003,1.0,1932.0,2.0,1.0,,,3.0
11004,1.0,1969.0,1.0,1.0,533.0,411.0,3.0
11005,2.0,1969.0,1.0,1.0,583.0,311.0,3.0
11006,1.0,2000.0,5.0,2.0,,,3.0
11007,1.0,2002.0,0.0,2.0,,,3.0
11008,1.0,1968.0,1.0,1.0,608.0,411.0,3.0
11009,2.0,1972.0,1.0,1.0,,,3.0
11010,1.0,1999.0,5.0,1.0,,,3.0
11011,1.0,1952.0,1.0,2.0,150.0,873.0,3.0
11012,2.0,1957.0,1.0,2.0,,,3.0
11013,1.0,1962.0,1.0,1.0,80.0,784.0,3.0
11014,2.0,1964.0,1.0,1.0,75.0,710.0,3.0
11015,1.0,1950.0,1.0,2.0,,,3.0
11016,2.0,1962.0,1.0,2.0,160.0,941.0,3.0
11017,1.0,1961.0,1.0,1.0,,611.0,3.0
11018,2.0,1966.0,1.0,1.0,,611.0,3.0
11019,2.0,1942.0,2.0,1.0,,,3.0
11020,1.0,1972.0,5.0,1.0,375.0,922.0,3.0
11021,1.0,1986.0,5.0,2.0,,,3.0
11022,2.0,1984.0,1.0,2.0,,259.0,3.0
11023,1.0,1980.0,1.0,2.0,,,3.0
11024,1.0,2016.0,0.0,2.0,,,3.0
11025,2.0,1954.0,2.0,2.0,,521.0,3.0
11026,2.0,1981.0,5.0,2.0,,999.0,3.0
11027,1.0,1974.0,1.0,1.0,425.0,312.0,3.0
11028,2.0,1939.0,2.0,1.0,,,3.0
11029,2.0,1986.0,1.0,1.0,,,3.0
11030,1.0,2012.0,0.0,1.0,,,3.0
11031,1.0,2014.0,0.0,1.0,,,3.0
11032,1.0,1956.0,1.0,1.0,,,3.0
11033,2.0,1959.0,1.0,1.0,,,3.0
11034,1.0,1948.0,1.0,2.0,,611.0,3.0
11035,2.0,1948.0,1.0,1.0,,611.0,3.0
11036,1.0,1964.0,1.0,1.0,,245.0,3.0
11037,2.0,1968.0,1.0,1.0,,521.0,3.0
11038,1.0,1996.0,5.0,1.0,,,3.0
11039,2.0,2001.0,0.0,1.0,,,3.0
11040,2.0,1989.0,1.0,2.0,,,3.0
11041,1.0,1986.0,1.0,2.0,130.0,510.0,3.0
11042,1.0,1939.0,1.0,1.0,,,3.0
11043,2.0,1948.0,1.0,1.0,,521.0,3.0
11044,1.0,1974.0,1.0,1.0,360.0,441.0,2.0
11045,2.0,1974.0,1.0,1.0,221.0,441.0,2.0
11046,2.0,2005.0,0.0,1.0,,,2.0
11047,1.0,1973.0,5.0,2.0,,,3.0
11048,2.0,1945.0,3.0,1.0,,,3.0
11049,1.0,1955.0,1.0,1.0,,611.0,3.0
11050,2.0,1956.0,1.0,1.0,,611.0,3.0
11051,1.0,1960.0,1.0,1.0,188.0,248.0,7.0
11052,2.0,1961.0,1.0,1.0,,,7.0
11053,2.0,1994.0,5.0,1.0,,,7.0
11054,1.0,1937.0,2.0,2.0,,,3.0
11055,1.0,1938.0,1.0,2.0,,611.0,3.0
11056,2.0,1947.0,1.0,2.0,,611.0,3.0
11057,2.0,1936.0,2.0,1.0,,,3.0
11058,2.0,1954.0,2.0,1.0,,151.0,3.0
11059,1.0,1933.0,2.0,2.0,,,3.0
11060,2.0,1959.0,2.0,1.0,180.0,421.0,3.0
11061,1.0,1952.0,1.0,1.0,,611.0,3.0
11062,2.0,1952.0,1.0,1.0,,611.0,3.0
11063,1.0,1981.0,1.0,2.0,817.0,312.0,1.0
11064,2.0,1983.0,1.0,2.0,,,1.0
11065,2.0,2014.0,0.0,2.0,,,1.0
11066,2.0,2017.0,0.0,2.0,,,1.0
11067,1.0,1953.0,1.0,1.0,30.0,873.0,3.0
11068,2.0,1969.0,1.0,1.0,200.0,253.0,3.0
11069,2.0,1994.0,5.0,2.0,184.0,531.0,3.0
11070,2.0,1955.0,2.0,1.0,,611.0,3.0
11071,1.0,1978.0,1.0,1.0,,611.0,3.0
11072,2.0,1977.0,1.0,1.0,190.0,312.0,3.0
11073,2.0,2003.0,0.0,1.0,,,3.0
11074,1.0,2006.0,0.0,1.0,,,3.0
11075,1.0,2007.0,0.0,1.0,,,3.0
11076,1.0,1951.0,1.0,1.0,,611.0,3.0
11077,2.0,1954.0,1.0,1.0,,611.0,3.0
11078,1.0,1984.0,5.0,1.0,250.0,252.0,7.0
11079,1.0,1939.0,1.0,1.0,,611.0,3.0
11080,2.0,1942.0,1.0,1.0,,,3.0
11081,1.0,1935.0,1.0,1.0,,611.0,3.0
11082,2.0,1947.0,1.0,1.0,,611.0,3.0
11083,1.0,1942.0,1.0,1.0,,611.0,3.0
11084,2.0,1943.0,1.0,1.0,,,3.0
11085,1.0,1940.0,1.0,2.0,,611.0,3.0
11086,2.0,1945.0,1.0,2.0,,,3.0
11087,2.0,1966.0,1.0,2.0,232.0,442.0,3.0
11088,1.0,1964.0,1.0,2.0,,611.0,3.0
11089,1.0,1941.0,1.0,1.0,,611.0,3.0
11090,2.0,1946.0,1.0,1.0,,611.0,3.0
11091,2.0,1951.0,2.0,2.0,,,3.0
11092,1.0,1939.0,1.0,1.0,,,3.0
11093,2.0,1946.0,1.0,1.0,,,3.0
11094,1.0,1935.0,1.0,1.0,,,3.0
11095,2.0,1937.0,1.0,1.0,,,3.0
11096,2.0,1937.0,2.0,1.0,,611.0,3.0
11097,1.0,1965.0,1.0,1.0,,611.0,3.0
11098,2.0,1967.0,1.0,1.0,,991.0,3.0
11099,1.0,2002.0,0.0,1.0,,,3.0
11100,2.0,1936.0,2.0,1.0,,,3.0
11101,2.0,1939.0,2.0,2.0,,611.0,3.0
11102,2.0,1931.0,2.0,2.0,,,3.0
11103,1.0,1953.0,1.0,1.0,,611.0,3.0
11104,2.0,1958.0,1.0,1.0,,611.0,3.0
11105,2.0,1927.0,2.0,1.0,,,3.0
11106,2.0,1955.0,2.0,1.0,,611.0,3.0
11107,1.0,1954.0,1.0,1.0,300.0,772.0,3.0
11108,2.0,1955.0,1.0,1.0,,,3.0
11109,2.0,1937.0,2.0,1.0,,,3.0
11110,2.0,1982.0,1.0,2.0,,,3.0
11111,1.0,1979.0,1.0,2.0,358.0,842.0,3.0
11112,1.0,2009.0,0.0,2.0,,,3.0
11113,1.0,2011.0,0.0,2.0,,,3.0
11114,2.0,2013.0,0.0,2.0,,,3.0
11115,2.0,2018.0,0.0,2.0,,,3.0
11116,1.0,1988.0,5.0,2.0,320.0,799.0,3.0
11117,2.0,1940.0,2.0,1.0,,611.0,3.0
11118,1.0,1973.0,5.0,1.0,,,3.0
11119,2.0,1940.0,2.0,1.0,,,3.0
11120,1.0,1935.0,1.0,1.0,,,3.0
11121,2.0,1934.0,1.0,1.0,,,3.0
11122,2.0,1936.0,2.0,1.0,,611.0,3.0
11123,2.0,1935.0,2.0,2.0,,,3.0
11124,2.0,1946.0,1.0,1.0,,,3.0
11125,1.0,1937.0,1.0,1.0,,,3.0
11126,2.0,1943.0,1.0,1.0,,,3.0
11127,2.0,1941.0,2.0,1.0,,,3.0
11128,2.0,1953.0,2.0,1.0,140.0,922.0,3.0
11129,2.0,1940.0,2.0,1.0,,,3.0
11130,2.0,1932.0,2.0,1.0,,,3.0
11131,2.0,1936.0,2.0,1.0,,,3.0
11132,1.0,1965.0,3.0,2.0,,772.0,3.0
11133,2.0,1939.0,2.0,1.0,,,3.0
11134,2.0,1937.0,2.0,1.0,,,3.0
11135,2.0,1932.0,2.0,2.0,,,3.0
11136,1.0,1955.0,1.0,1.0,,611.0,3.0
11137,2.0,1959.0,1.0,2.0,,611.0,3.0
11138,2.0,1984.0,5.0,2.0,397.0,399.0,3.0
11139,1.0,1967.0,1.0,2.0,,611.0,3.0
11140,2.0,1977.0,1.0,2.0,,611.0,3.0
11141,1.0,2000.0,5.0,2.0,,,3.0
11142,2.0,2002.0,0.0,2.0,,,3.0
11143,1.0,2006.0,0.0,2.0,,,3.0
11144,1.0,1954.0,1.0,1.0,,613.0,3.0
11145,2.0,1957.0,1.0,1.0,,613.0,3.0
11146,1.0,1937.0,1.0,1.0,,611.0,3.0
11147,2.0,1942.0,1.0,1.0,,611.0,3.0
11148,1.0,1935.0,2.0,2.0,,611.0,3.0
11149,1.0,1934.0,1.0,1.0,,611.0,3.0
11150,2.0,1943.0,1.0,1.0,,611.0,3.0
11151,1.0,1962.0,3.0,1.0,,611.0,3.0
11152,2.0,1970.0,3.0,1.0,,611.0,3.0
11153,2.0,1997.0,5.0,1.0,,,3.0
11154,1.0,1933.0,1.0,2.0,,,3.0
11155,2.0,1941.0,1.0,2.0,,,3.0
11156,2.0,1945.0,2.0,1.0,,,3.0
11157,2.0,1939.0,2.0,1.0,,,3.0
11158,2.0,1928.0,2.0,2.0,,,3.0
11159,1.0,1936.0,1.0,2.0,27.0,941.0,3.0
11160,2.0,1954.0,1.0,2.0,180.0,930.0,3.0
11161,1.0,1941.0,1.0,1.0,,,3.0
11162,2.0,1940.0,1.0,1.0,,,3.0
11163,1.0,1925.0,1.0,1.0,,,3.0
11164,2.0,1930.0,1.0,1.0,,,3.0
11165,1.0,1936.0,1.0,2.0,27.0,941.0,3.0
11166,2.0,1941.0,1.0,2.0,,,3.0
11167,1.0,1960.0,5.0,2.0,,,3.0
11168,2.0,1923.0,2.0,1.0,,,3.0
11169,1.0,1956.0,1.0,1.0,,611.0,3.0
11170,2.0,1957.0,1.0,1.0,27.0,133.0,3.0
11171,2.0,1932.0,2.0,1.0,,,3.0
11172,1.0,1950.0,1.0,1.0,,611.0,3.0
11173,2.0,1957.0,1.0,1.0,,611.0,3.0
11174,2.0,1984.0,1.0,2.0,271.0,313.0,1.0
11175,1.0,1977.0,1.0,2.0,665.0,221.0,1.0
11176,1.0,1982.0,3.0,2.0,417.0,320.0,3.0
11177,2.0,1987.0,3.0,1.0,333.0,252.0,3.0
11178,1.0,2014.0,0.0,1.0,,,3.0
11179,2.0,2016.0,0.0,1.0,,,3.0
11180,1.0,1964.0,1.0,2.0,257.0,753.0,3.0
11181,2.0,1985.0,1.0,2.0,,611.0,3.0
11182,2.0,1935.0,2.0,2.0,,611.0,3.0
11183,2.0,2005.0,0.0,2.0,,,3.0
11184,1.0,2007.0,0.0,2.0,,,3.0
11185,2.0,1937.0,2.0,2.0,,,3.0
11186,1.0,1938.0,1.0,1.0,,611.0,3.0
11187,2.0,1946.0,1.0,1.0,,611.0,3.0
11188,2.0,1931.0,2.0,1.0,,,3.0
11189,2.0,1957.0,2.0,1.0,111.0,941.0,3.0
11190,2.0,1948.0,2.0,2.0,,611.0,3.0
11191,1.0,1931.0,1.0,1.0,,,3.0
11192,2.0,1937.0,1.0,1.0,,,3.0
11193,1.0,1932.0,1.0,2.0,,611.0,3.0
11194,2.0,1940.0,1.0,2.0,,611.0,3.0
11195,2.0,1941.0,2.0,2.0,,,3.0
11196,2.0,2002.0,0.0,2.0,,,3.0
11197,2.0,1940.0,2.0,1.0,,,3.0
11198,1.0,1940.0,1.0,1.0,,,3.0
11199,2.0,1947.0,1.0,1.0,,,3.0
11200,1.0,1944.0,1.0,1.0,,611.0,3.0
11201,2.0,1949.0,1.0,1.0,,611.0,3.0
11202,1.0,1933.0,1.0,1.0,,,3.0
11203,2.0,1937.0,1.0,1.0,,,3.0
11204,2.0,1927.0,2.0,2.0,,,3.0
11205,1.0,1945.0,1.0,1.0,,611.0,3.0
11206,2.0,1950.0,1.0,1.0,,611.0,3.0
11207,1.0,1972.0,1.0,1.0,,,3.0
11208,2.0,1990.0,1.0,1.0,167.0,991.0,3.0
11209,2.0,1952.0,2.0,2.0,104.0,421.0,3.0
11210,1.0,1949.0,1.0,1.0,,611.0,3.0
11211,2.0,1957.0,1.0,1.0,,611.0,3.0
11212,2.0,1982.0,1.0,2.0,,,3.0
11213,1.0,1982.0,1.0,2.0,300.0,320.0,3.0
11214,1.0,2012.0,0.0,2.0,,,3.0
11215,2.0,2015.0,0.0,2.0,,,3.0
11216,1.0,1935.0,1.0,2.0,,611.0,3.0
11217,2.0,1944.0,1.0,1.0,,611.0,3.0
11218,1.0,1932.0,2.0,2.0,,,3.0
11219,1.0,1966.0,3.0,2.0,,991.0,3.0
11220,2.0,1999.0,5.0,2.0,,,3.0
11221,1.0,1936.0,1.0,2.0,,611.0,3.0
11222,2.0,1946.0,1.0,1.0,,611.0,3.0
11223,1.0,1980.0,1.0,1.0,,611.0,3.0
11224,2.0,1983.0,1.0,1.0,,,3.0
11225,1.0,2010.0,0.0,1.0,,,3.0
11226,1.0,2011.0,0.0,1.0,,,3.0
11227,2.0,1947.0,2.0,1.0,,,3.0
11228,1.0,1947.0,1.0,1.0,,,3.0
11229,2.0,1952.0,1.0,1.0,,,3.0
11230,2.0,1934.0,2.0,2.0,,,3.0
11231,1.0,1931.0,2.0,1.0,,,3.0
11232,1.0,1961.0,5.0,1.0,,611.0,3.0
11233,1.0,1960.0,3.0,2.0,,611.0,3.0
11234,2.0,1927.0,2.0,2.0,,,3.0
11235,1.0,1952.0,1.0,1.0,,611.0,3.0
11236,2.0,1955.0,1.0,1.0,,611.0,3.0
11237,1.0,1960.0,1.0,2.0,85.0,873.0,3.0
11238,2.0,1969.0,1.0,2.0,85.0,941.0,3.0
11239,1.0,1997.0,5.0,2.0,,,3.0
11240,2.0,1998.0,5.0,2.0,,,3.0
11241,1.0,2000.0,5.0,2.0,,,3.0
11242,2.0,1949.0,2.0,1.0,,611.0,3.0
11243,2.0,1942.0,2.0,1.0,,611.0,3.0
11244,2.0,1931.0,2.0,1.0,,,3.0
11245,2.0,1940.0,2.0,1.0,,611.0,3.0
11246,2.0,1940.0,2.0,2.0,,611.0,3.0
11247,2.0,1939.0,2.0,1.0,,611.0,3.0
11248,2.0,1938.0,2.0,1.0,,,3.0
11249,1.0,1967.0,3.0,2.0,,510.0,7.0
11250,1.0,1994.0,5.0,2.0,160.0,412.0,7.0
11251,1.0,1978.0,1.0,2.0,220.0,312.0,7.0
11252,2.0,1977.0,1.0,2.0,297.0,247.0,7.0
11253,1.0,2006.0,0.0,2.0,,,7.0
11254,1.0,2008.0,0.0,2.0,,,7.0
11255,2.0,2012.0,0.0,2.0,,,7.0
11256,2.0,1983.0,1.0,2.0,,,7.0
11257,2.0,1981.0,1.0,2.0,215.0,422.0,7.0
11258,1.0,1977.0,1.0,2.0,478.0,873.0,7.0
11259,1.0,2007.0,0.0,2.0,,,7.0
11260,2.0,2009.0,0.0,2.0,,,7.0
11261,2.0,1941.0,2.0,1.0,,611.0,7.0
11262,1.0,1976.0,1.0,2.0,599.0,252.0,7.0
11263,2.0,1977.0,1.0,2.0,541.0,252.0,7.0
11264,1.0,2007.0,0.0,2.0,,,7.0
11265,1.0,2009.0,0.0,2.0,,,7.0
11266,1.0,1976.0,1.0,2.0,259.0,761.0,7.0
11267,2.0,1978.0,1.0,2.0,,,7.0
11268,2.0,2009.0,0.0,2.0,,,7.0
11269,2.0,2013.0,0.0,2.0,,,7.0
11270,1.0,1958.0,1.0,1.0,,,7.0
11271,2.0,1958.0,1.0,1.0,,,7.0
11272,1.0,1991.0,5.0,1.0,206.0,831.0,7.0
11273,1.0,1984.0,1.0,1.0,209.0,312.0,7.0
11274,2.0,1990.0,1.0,2.0,217.0,313.0,7.0
11275,2.0,1932.0,2.0,1.0,,,7.0
11276,2.0,1999.0,5.0,2.0,,,7.0
11277,1.0,1954.0,5.0,2.0,,,7.0
11278,1.0,1972.0,1.0,2.0,322.0,312.0,7.0
11279,2.0,1972.0,1.0,2.0,200.0,421.0,7.0
11280,1.0,1998.0,5.0,2.0,,,7.0
11281,2.0,2002.0,0.0,2.0,,,7.0
11282,2.0,2005.0,0.0,2.0,,,7.0
11283,1.0,1959.0,4.0,2.0,618.0,612.0,7.0
11284,1.0,1943.0,1.0,2.0,,,7.0
11285,2.0,1941.0,1.0,2.0,,,7.0
11286,2.0,1940.0,2.0,2.0,,991.0,7.0
11287,1.0,1957.0,1.0,1.0,,873.0,7.0
11288,2.0,1963.0,1.0,1.0,98.0,941.0,7.0
11289,1.0,1997.0,5.0,1.0,,,7.0
11290,1.0,1986.0,1.0,2.0,305.0,222.0,1.0
11291,2.0,1980.0,1.0,1.0,,,1.0
11292,2.0,2014.0,0.0,1.0,,,1.0
11293,2.0,2016.0,0.0,1.0,,,1.0
11294,1.0,1989.0,1.0,2.0,278.0,921.0,7.0
11295,2.0,1988.0,1.0,2.0,,422.0,7.0
11296,2.0,2014.0,0.0,2.0,,,7.0
11297,2.0,2016.0,0.0,2.0,,,7.0
11298,1.0,1962.0,1.0,1.0,583.0,311.0,7.0
11299,2.0,1967.0,1.0,1.0,120.0,243.0,7.0
11300,2.0,1997.0,5.0,1.0,,,7.0
11301,2.0,1998.0,5.0,1.0,,,7.0
11302,1.0,2006.0,0.0,1.0,,,7.0
11303,1.0,1962.0,1.0,2.0,788.0,311.0,7.0
11304,2.0,1964.0,1.0,1.0,274.0,421.0,7.0
11305,1.0,1991.0,5.0,2.0,219.0,312.0,7.0
11306,2.0,1993.0,5.0,2.0,250.0,259.0,7.0
11307,2.0,1956.0,2.0,2.0,154.0,952.0,7.0
11308,1.0,1983.0,5.0,2.0,,,7.0
11309,1.0,1968.0,1.0,2.0,,761.0,7.0
11310,2.0,1974.0,1.0,2.0,,,7.0
11311,1.0,2009.0,0.0,2.0,,,7.0
11312,2.0,2012.0,0.0,2.0,,,7.0
11313,1.0,1976.0,3.0,2.0,428.0,311.0,7.0
11314,2.0,1942.0,1.0,2.0,,,7.0
11315,2.0,2008.0,0.0,2.0,,,7.0
11316,1.0,1945.0,1.0,2.0,,,7.0
11317,1.0,2011.0,0.0,2.0,,,7.0
11318,2.0,1983.0,1.0,1.0,245.0,320.0,7.0
11319,1.0,1982.0,1.0,1.0,413.0,411.0,7.0
11320,1.0,1959.0,1.0,1.0,,611.0,7.0
11321,2.0,1960.0,1.0,1.0,100.0,432.0,7.0
11322,1.0,1989.0,5.0,2.0,200.0,246.0,1.0
11323,2.0,1956.0,3.0,2.0,184.0,999.0,7.0
11324,2.0,1942.0,4.0,1.0,22.0,999.0,7.0
11325,2.0,1946.0,2.0,1.0,71.0,941.0,7.0
11326,1.0,1939.0,1.0,2.0,,,7.0
11327,2.0,1947.0,1.0,1.0,27.0,999.0,7.0
11328,1.0,1973.0,3.0,2.0,200.0,873.0,7.0
11329,2.0,2008.0,0.0,2.0,,,7.0
11330,2.0,2010.0,0.0,2.0,,,7.0
11331,1.0,1970.0,1.0,1.0,499.0,432.0,7.0
11332,2.0,1971.0,1.0,1.0,,,7.0
11333,1.0,2003.0,0.0,2.0,,,7.0
11334,1.0,2005.0,0.0,2.0,,,7.0
11335,1.0,1947.0,1.0,1.0,,,7.0
11336,2.0,1950.0,1.0,1.0,,951.0,7.0
11337,1.0,1973.0,1.0,1.0,,231.0,7.0
11338,2.0,1973.0,1.0,1.0,191.0,399.0,7.0
11339,2.0,2001.0,0.0,1.0,,,7.0
11340,1.0,2006.0,0.0,1.0,,,7.0
11341,1.0,1977.0,1.0,2.0,327.0,312.0,7.0
11342,2.0,1977.0,1.0,2.0,124.0,254.0,7.0
11343,1.0,2006.0,0.0,2.0,,,7.0
11344,2.0,2006.0,0.0,2.0,,,7.0
11345,2.0,1950.0,2.0,1.0,27.0,941.0,7.0
11346,1.0,1971.0,5.0,1.0,130.0,941.0,7.0
11347,1.0,1946.0,1.0,2.0,,611.0,7.0
11348,2.0,1946.0,1.0,2.0,,611.0,7.0
11349,1.0,1970.0,5.0,1.0,340.0,910.0,7.0
11350,1.0,1959.0,1.0,1.0,,611.0,7.0
11351,2.0,1962.0,1.0,1.0,274.0,710.0,7.0
11352,1.0,1986.0,5.0,1.0,344.0,234.0,7.0
11353,2.0,1936.0,2.0,1.0,27.0,941.0,7.0
11354,1.0,1969.0,1.0,1.0,288.0,247.0,7.0
11355,2.0,1969.0,1.0,1.0,,783.0,7.0
11356,1.0,1995.0,5.0,1.0,,,7.0
11357,2.0,1997.0,5.0,1.0,,,7.0
11358,2.0,1938.0,2.0,1.0,27.0,941.0,7.0
11359,1.0,1952.0,1.0,1.0,,611.0,7.0
11360,2.0,1958.0,1.0,1.0,,611.0,7.0
11361,1.0,1981.0,1.0,2.0,320.0,312.0,7.0
11362,2.0,1988.0,1.0,2.0,,442.0,7.0
11363,2.0,1930.0,2.0,1.0,,,7.0
11364,1.0,1932.0,1.0,2.0,,,7.0
11365,2.0,1935.0,1.0,2.0,,,7.0
11366,1.0,1960.0,1.0,1.0,,611.0,7.0
11367,2.0,1961.0,1.0,1.0,,611.0,7.0
11368,1.0,1984.0,5.0,1.0,247.0,231.0,7.0
11369,1.0,1988.0,1.0,1.0,278.0,231.0,7.0
11370,2.0,1988.0,1.0,1.0,174.0,312.0,7.0
11371,1.0,1955.0,1.0,2.0,,611.0,7.0
11372,2.0,1958.0,1.0,2.0,,611.0,7.0
11373,1.0,1980.0,5.0,2.0,,611.0,7.0
11374,1.0,1982.0,5.0,2.0,,,7.0
11375,1.0,1941.0,1.0,2.0,,,7.0
11376,2.0,1944.0,1.0,1.0,,,7.0
11377,1.0,1972.0,1.0,2.0,,611.0,7.0
11378,2.0,1975.0,1.0,2.0,,521.0,7.0
11379,1.0,2004.0,0.0,2.0,,,7.0
11380,1.0,2005.0,0.0,2.0,,,7.0
11381,2.0,2009.0,0.0,2.0,,,7.0
11382,2.0,2012.0,0.0,2.0,,,7.0
11383,1.0,2014.0,0.0,2.0,,,7.0
11384,2.0,1932.0,2.0,1.0,27.0,991.0,7.0
11385,1.0,1955.0,1.0,2.0,,611.0,7.0
11386,2.0,1954.0,1.0,2.0,,611.0,7.0
11387,1.0,1947.0,3.0,1.0,90.0,991.0,7.0
11388,2.0,1944.0,2.0,1.0,,611.0,7.0
11389,2.0,1927.0,2.0,2.0,,,7.0
11390,1.0,1932.0,2.0,2.0,,,7.0
11391,1.0,1973.0,1.0,2.0,,611.0,7.0
11392,2.0,1972.0,1.0,2.0,,,7.0
11393,1.0,2004.0,0.0,2.0,,,7.0
11394,2.0,2006.0,0.0,2.0,,,7.0
11395,2.0,1934.0,2.0,2.0,,,7.0
11396,1.0,1969.0,3.0,1.0,,521.0,7.0
11397,2.0,1994.0,5.0,2.0,270.0,254.0,7.0
11398,1.0,2002.0,0.0,2.0,,,7.0
11399,1.0,1969.0,5.0,2.0,,910.0,7.0
11400,2.0,1974.0,1.0,2.0,,,7.0
11401,1.0,1978.0,1.0,2.0,,611.0,7.0
11402,2.0,2011.0,0.0,2.0,,,7.0
11403,1.0,2014.0,0.0,2.0,,,7.0
11404,2.0,1949.0,2.0,2.0,100.0,991.0,7.0
11405,1.0,1932.0,2.0,1.0,,,7.0
11406,2.0,1941.0,2.0,1.0,,,7.0
11407,1.0,1970.0,1.0,1.0,,792.0,7.0
11408,2.0,1990.0,1.0,1.0,,,7.0
11409,2.0,2016.0,0.0,1.0,,,7.0
11410,1.0,1939.0,1.0,2.0,,,7.0
11411,2.0,1936.0,1.0,2.0,,,7.0
11412,2.0,1932.0,2.0,2.0,,,7.0
11413,2.0,1937.0,2.0,2.0,42.0,941.0,7.0
11414,2.0,1925.0,2.0,1.0,,,7.0
11415,2.0,1951.0,2.0,1.0,,,7.0
11416,1.0,1946.0,1.0,1.0,,611.0,3.0
11417,2.0,1950.0,1.0,1.0,,611.0,3.0
11418,1.0,1933.0,1.0,2.0,,,3.0
11419,2.0,1937.0,1.0,2.0,,,3.0
11420,1.0,1932.0,1.0,2.0,,,3.0
11421,2.0,1935.0,1.0,1.0,,,3.0
11422,1.0,1952.0,1.0,1.0,250.0,942.0,4.0
11423,2.0,1951.0,1.0,1.0,,,4.0
11424,1.0,1980.0,1.0,1.0,251.0,247.0,2.0
11425,2.0,1979.0,1.0,1.0,271.0,252.0,2.0
11426,1.0,2010.0,0.0,1.0,,,2.0
11427,2.0,2012.0,0.0,1.0,,,2.0
11428,2.0,1965.0,1.0,1.0,,,4.0
11429,1.0,1959.0,1.0,2.0,,,4.0
11430,2.0,2003.0,0.0,2.0,,,4.0
11431,1.0,1966.0,5.0,2.0,327.0,151.0,4.0
11432,1.0,1967.0,1.0,2.0,,141.0,4.0
11433,2.0,1977.0,1.0,2.0,247.0,313.0,4.0
11434,1.0,2002.0,0.0,2.0,,,4.0
11435,1.0,2005.0,0.0,2.0,,,4.0
11436,2.0,1955.0,2.0,1.0,154.0,991.0,4.0
11437,2.0,1934.0,2.0,2.0,,,4.0
11438,2.0,1939.0,2.0,2.0,,611.0,4.0
11439,1.0,1967.0,1.0,2.0,,532.0,4.0
11440,2.0,1976.0,1.0,2.0,,532.0,4.0
11441,2.0,1997.0,5.0,2.0,,,4.0
11442,1.0,1960.0,1.0,2.0,209.0,743.0,6.0
11443,2.0,1963.0,1.0,2.0,223.0,930.0,6.0
11444,1.0,1989.0,5.0,2.0,,,6.0
11445,2.0,1992.0,5.0,2.0,207.0,245.0,2.0
11446,2.0,1948.0,2.0,1.0,,,1.0
11447,1.0,1979.0,1.0,1.0,720.0,273.0,1.0
11448,2.0,1979.0,1.0,1.0,467.0,320.0,1.0
11449,1.0,2015.0,0.0,1.0,,,1.0
11450,2.0,1959.0,1.0,1.0,,,2.0
11451,1.0,1958.0,1.0,1.0,,141.0,2.0
11452,2.0,1989.0,1.0,1.0,,,2.0
11453,1.0,1983.0,1.0,1.0,,241.0,2.0
11454,1.0,1947.0,1.0,1.0,201.0,942.0,1.0
11455,2.0,1947.0,1.0,1.0,154.0,941.0,1.0
11456,1.0,1976.0,5.0,2.0,,781.0,1.0
